flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
1981,SNX,ORX,9/16/2022,60983,Zatar chicken,C,10,0
1746,SFX,IAX,9/5/2022,58764,Mediterranean Falafel Bowl,V,1,0
236,ORX,DEX,9/7/2022,58764,Mediterranean Falafel Bowl,V,1,1
2657,IAX,SNX,9/8/2022,61529,Zatar chicken,C,6,3
1668,CUX,ORX,9/10/2022,58109,Chicken breast entree,C,12,12
1513,IAX,LIX,9/11/2022,58981,Scrambled eggs,O,14,0
1259,DEX,ONX,9/11/2022,60983,Zatar chicken,C,11,0
1893,DEX,BOX,9/13/2022,60983,Zatar chicken,C,6,0
2319,LGX,DEX,9/13/2022,61529,Zatar chicken,C,7,5
1691,DEX,SAX,9/16/2022,61524,Scrambled eggs,O,8,0
360,ORX,MEX,9/21/2022,58272,Horchata steel cut oatmeal,OM,1,0
405,DEX,IAX,9/25/2022,60983,Zatar chicken,C,34,28
2446,ORX,PHX,9/26/2022,58019,Belgium waffle,WF,8,0
1582,DEX,IAX,9/26/2022,60983,Zatar chicken,C,34,26
1508,DEX,SAX,9/8/2022,61530,Impossible Meatball Bowl,V,2,2
2277,IAX,LAX,9/11/2022,60987,Impossible Meatball Bowl,V,7,5
2307,ORX,BOX,9/13/2022,61360,Brioche cheeseburger,B,3,0
1934,SNX,ORX,9/15/2022,58981,Scrambled eggs,O,16,11
1014,LAX,DEX,9/25/2022,60987,Impossible Meatball Bowl,V,5,3
1440,IAX,SJX,9/27/2022,60549,Vegetarian chili and polenta cake,V,4,0
2106,ORX,LAX,9/29/2022,58272,Horchata steel cut oatmeal,OM,1,0
1081,EWX,SJX,9/2/2022,56449,Kosher Meal,KS,3,0
1599,ORX,IAX,9/4/2022,61360,Brioche cheeseburger,B,1,0
2199,EWX,PHX,9/8/2022,60983,Zatar chicken,C,18,8
1138,LAX,GUX,9/8/2022,60983,Zatar chicken,C,18,0
1632,ORX,IAX,9/8/2022,60983,Zatar chicken,C,15,0
292,IAX,SMX,9/13/2022,60987,Impossible Meatball Bowl,V,5,0
2310,DEX,SAX,9/14/2022,61524,Scrambled eggs,O,5,5
1635,MCX,IAX,9/1/2022,60987,Impossible Meatball Bowl,V,8,0
327,IAX,SEX,9/1/2022,60983,Zatar chicken,C,22,24
334,BOX,LAX,9/1/2022,60983,Zatar chicken,C,10,11
538,DEX,YVX,9/2/2022,58563,Tomato and kale baked egg,E,1,0
538,DEX,YVX,9/2/2022,61524,Scrambled eggs,O,3,3
334,BOX,LAX,9/2/2022,60983,Zatar chicken,C,11,10
2495,IAX,EWX,9/4/2022,60983,Zatar chicken,C,10,0
5394,HSX,DEX,9/5/2022,57994,Classic selection cheese tray,O,12,10
1520,IAX,MBX,9/5/2022,60983,Zatar chicken,C,7,5
728,PTX,EWX,9/3/2022,58105,Protein egg entree,O,12,9
650,DEX,RDX,9/4/2022,60987,Impossible Meatball Bowl,V,7,7
327,IAX,SEX,9/7/2022,60983,Zatar chicken,C,16,13
628,DEX,EWX,9/9/2022,58981,Scrambled eggs,O,20,7
1896,IAX,PHX,9/11/2022,58019,Belgium waffle,WF,7,0
1977,IAX,SAX,9/1/2022,61360,Brioche cheeseburger,B,1,1
2041,JAX,ORX,9/1/2022,61529,Zatar chicken,C,7,7
348,DEX,SAX,9/3/2022,60983,Zatar chicken,C,11,7
2624,SFX,OGX,9/3/2022,54759,Seared beef short rib,B,8,0
1036,IAX,UIX,9/6/2022,58390,"ENT, TOMATO BASIL AND MOZZARELLA FOCACCIA, UE",O,19,0
1670,PUX,IAX,9/8/2022,60983,Zatar chicken,C,24,10
2051,SFX,DEX,9/9/2022,61529,Zatar chicken,C,7,4
1632,ORX,IAX,9/10/2022,58764,Mediterranean Falafel Bowl,V,2,0
2347,SFX,DFX,9/14/2022,61530,Impossible Meatball Bowl,V,3,2
1021,IAX,CUX,9/17/2022,60987,Impossible Meatball Bowl,V,14,6
2181,DEX,SFX,9/20/2022,58563,Tomato and kale baked egg,E,6,4
1990,IAX,ORX,9/22/2022,60549,Vegetarian chili and polenta cake,V,2,0
1013,IAX,CUX,9/27/2022,61360,Brioche cheeseburger,B,3,0
1856,IAX,FLX,9/27/2022,60987,Impossible Meatball Bowl,V,14,0
2237,SFX,BOX,9/27/2022,61360,Brioche cheeseburger,B,2,0
523,SFX,JFX,9/28/2022,53014,Thai chicken,C,22,6
445,BZX,ORX,9/5/2022,58090,Classic selection cheese tray,O,12,0
2221,ORX,MIX,9/6/2022,60549,Vegetarian chili and polenta cake,V,2,0
673,DEX,IAX,9/9/2022,60983,Zatar chicken,C,12,10
766,RDX,IAX,9/14/2022,58574,Belgium waffle,WF,6,3
2047,MCX,EWX,9/15/2022,58981,Scrambled eggs,O,10,9
1412,ORX,IAX,9/27/2022,58563,Tomato and kale baked egg,E,2,0
223,IAX,SFX,9/28/2022,60987,Impossible Meatball Bowl,V,5,5
1455,SFX,DEX,9/30/2022,58981,Scrambled eggs,O,11,11
1781,SFX,ORX,9/3/2022,58766,Gingerbread French Toast,FT,1,0
2324,ORX,MCX,9/6/2022,58563,Tomato and kale baked egg,E,1,1
2385,LAX,IAX,9/9/2022,58563,Tomato and kale baked egg,E,1,0
2329,PDX,DEX,9/12/2022,60983,Zatar chicken,C,12,9
1769,MCX,EWX,9/5/2022,60983,Zatar chicken,C,10,8
722,EWX,MCX,9/5/2022,61360,Brioche cheeseburger,B,1,0
1977,IAX,SAX,9/8/2022,61360,Brioche cheeseburger,B,1,0
709,DEX,SFX,9/17/2022,60549,Vegetarian chili and polenta cake,V,1,0
5468,IAX,TUX,9/19/2022,57994,Classic selection cheese tray,O,4,5
2087,IAX,LAX,9/6/2022,60983,Zatar chicken,C,7,0
2019,LAX,TPX,9/7/2022,61529,Zatar chicken,C,4,4
708,IAX,SJX,9/14/2022,61529,Zatar chicken,C,5,0
1454,EWX,LAX,9/17/2022,61475,Grilled chicken,C,70,0
2264,PVX,IAX,9/17/2022,61530,Impossible Meatball Bowl,V,5,0
1752,IAX,GUX,9/20/2022,58019,Belgium waffle,WF,14,8
711,ORX,AUX,9/22/2022,58574,Belgium waffle,WF,5,0
708,IAX,SJX,9/29/2022,61530,Impossible Meatball Bowl,V,4,0
1682,SFX,CMX,9/29/2022,61360,Brioche cheeseburger,B,2,0
2403,LGX,DEX,9/18/2022,60983,Zatar chicken,C,10,0
2116,DEX,RNX,9/19/2022,61360,Brioche cheeseburger,B,1,0
1083,LAX,EWX,9/29/2022,53014,Thai chicken,C,62,8
2152,PDX,DEX,9/30/2022,58574,Belgium waffle,WF,6,0
1700,LAX,IAX,9/3/2022,60987,Impossible Meatball Bowl,V,5,0
348,DEX,SAX,9/4/2022,60983,Zatar chicken,C,9,8
2349,ORX,PDX,9/2/2022,60983,Zatar chicken,C,9,9
244,DEX,TPX,9/3/2022,60987,Impossible Meatball Bowl,V,4,0
2418,SFX,BNX,9/2/2022,61529,Zatar chicken,C,6,5
1920,IAX,CZX,9/10/2022,58981,Scrambled eggs,O,14,0
1537,IAX,EWX,9/10/2022,58272,Horchata steel cut oatmeal,OM,1,0
405,DEX,IAX,9/12/2022,60983,Zatar chicken,C,17,0
657,ORX,BOX,9/14/2022,60987,Impossible Meatball Bowl,V,14,7
623,LAX,ORX,9/15/2022,58981,Scrambled eggs,O,9,9
784,LAX,IAX,9/15/2022,60983,Zatar chicken,C,10,6
1440,IAX,SJX,9/20/2022,60549,Vegetarian chili and polenta cake,V,4,0
1947,IAX,IAX,9/24/2022,61360,Brioche cheeseburger,B,1,1
1637,HNX,LAX,9/25/2022,52192,ASIAN VEGETARIAN MEAL,AV,1,1
1712,SEX,DEX,9/27/2022,58981,Scrambled eggs,O,16,0
2281,LAX,BOX,9/28/2022,58766,Gingerbread French Toast,FT,4,2
2617,LAX,IAX,9/29/2022,58981,Scrambled eggs,O,14,12
1692,CUX,DEX,9/30/2022,58109,Chicken breast entree,C,12,9
2360,MCX,EWX,9/8/2022,60983,Zatar chicken,C,12,0
2327,ORX,TPX,9/9/2022,58272,Horchata steel cut oatmeal,OM,2,1
2072,IAX,SNX,9/9/2022,58563,Tomato and kale baked egg,E,2,0
2426,IAX,ORX,9/9/2022,60983,Zatar chicken,C,26,10
441,DEX,LAX,9/11/2022,60549,Vegetarian chili and polenta cake,V,1,0
313,AUX,EWX,9/14/2022,60983,Zatar chicken,C,7,6
594,DEX,IAX,9/19/2022,60983,Zatar chicken,C,10,7
1155,IAX,CUX,9/20/2022,58563,Tomato and kale baked egg,E,2,1
2181,DEX,SFX,9/22/2022,58272,Horchata steel cut oatmeal,OM,2,0
2072,IAX,SNX,9/4/2022,60983,Zatar chicken,C,6,0
1163,BQX,EWX,9/5/2022,60983,Zatar chicken,C,12,9
749,ORX,SEX,9/8/2022,58981,Scrambled eggs,O,8,9
1573,DEX,EWX,9/9/2022,60987,Impossible Meatball Bowl,V,19,18
2259,DEX,BWX,9/12/2022,60983,Zatar chicken,C,10,8
1902,GUX,IAX,9/15/2022,58106,Savory breakfast entree,BR,6,0
2127,EWX,MBX,9/18/2022,58563,Tomato and kale baked egg,E,12,0
775,MCX,IAX,9/20/2022,60983,Zatar chicken,C,12,0
1604,ORX,PHX,9/21/2022,61530,Impossible Meatball Bowl,V,3,3
2047,MCX,EWX,9/24/2022,58019,Belgium waffle,WF,10,0
2047,MCX,EWX,9/25/2022,58981,Scrambled eggs,O,10,0
1511,IAX,PHX,9/28/2022,61360,Brioche cheeseburger,B,1,0
2338,IAX,PHX,9/28/2022,60549,Vegetarian chili and polenta cake,V,2,0
381,ORX,PDX,9/29/2022,61360,Brioche cheeseburger,B,4,0
1474,SDX,EWX,9/10/2022,60987,Impossible Meatball Bowl,V,8,8
1046,DEX,IAX,9/14/2022,58019,Belgium waffle,WF,6,6
376,FAX,DEX,9/16/2022,61530,Impossible Meatball Bowl,V,5,5
1615,JAX,ORX,9/20/2022,61529,Zatar chicken,C,7,5
2650,ORX,LAX,9/23/2022,60549,Vegetarian chili and polenta cake,V,2,0
2328,ORX,SFX,9/5/2022,61360,Brioche cheeseburger,B,4,0
1526,EWX,LAX,9/7/2022,60549,Vegetarian chili and polenta cake,V,1,2
502,MCX,EWX,9/8/2022,58019,Belgium waffle,WF,8,0
388,LAX,IAX,9/13/2022,60983,Zatar chicken,C,13,13
1717,PHX,DEX,9/14/2022,60987,Impossible Meatball Bowl,V,6,0
2401,BOX,SFX,9/17/2022,60987,Impossible Meatball Bowl,V,8,0
540,SFX,OGX,9/22/2022,60458,Crispy Hawaiian garlic tofu,V,5,0
1280,YVX,ORX,9/12/2022,60987,Impossible Meatball Bowl,V,8,5
1655,INX,IAX,9/18/2022,58981,Scrambled eggs,O,10,9
2602,DEX,RSX,9/22/2022,58766,Gingerbread French Toast,FT,1,0
1507,SFX,ORX,9/22/2022,60549,Vegetarian chili and polenta cake,V,2,0
1765,SFX,IAX,9/24/2022,58019,Belgium waffle,WF,10,8
227,BOX,IAX,9/24/2022,58019,Belgium waffle,WF,10,6
1826,DEX,CMX,9/27/2022,61529,Zatar chicken,C,8,0
2675,EWX,LAX,9/28/2022,53167,Vegetarian entree,VG,1,0
1972,EWX,JAX,9/2/2022,58764,Mediterranean Falafel Bowl,FB,1,0
1454,SFX,ORX,9/3/2022,60987,Impossible Meatball Bowl,V,6,0
1549,IAX,DEX,9/3/2022,58563,Tomato and kale baked egg,E,4,4
2274,DEX,BWX,9/16/2022,58981,Scrambled eggs,O,7,7
1448,SJX,IAX,9/26/2022,58106,Savory breakfast entree,BR,6,6
2432,FLX,EWX,9/30/2022,60983,Zatar chicken,C,24,16
2370,PVX,DEX,9/22/2022,61529,Zatar chicken,C,7,7
2301,SNX,DEX,9/26/2022,60983,Zatar chicken,C,10,0
1418,DEX,RDX,9/27/2022,60987,Impossible Meatball Bowl,V,10,10
710,EWX,FLX,9/28/2022,58766,Gingerbread French Toast,FT,2,0
2608,LAX,IAX,9/28/2022,60987,Impossible Meatball Bowl,V,10,9
2010,IAX,LAX,9/30/2022,60983,Zatar chicken,C,11,11
347,ORX,SNX,9/29/2022,61524,Scrambled eggs,O,6,6
1811,SFX,DEX,9/14/2022,60987,Impossible Meatball Bowl,V,8,0
1014,LAX,DEX,9/16/2022,60983,Zatar chicken,C,9,9
2045,MIX,EWX,9/23/2022,60983,Zatar chicken,C,20,10
1076,DEX,LAX,9/23/2022,60549,Vegetarian chili and polenta cake,V,1,0
2324,ORX,MCX,9/26/2022,58981,Scrambled eggs,O,6,0
564,IAX,DEX,9/29/2022,60987,Impossible Meatball Bowl,V,5,0
422,IAX,SAX,9/9/2022,60983,Zatar chicken,C,11,6
1723,OGX,SFX,9/14/2022,52192,ASIAN VEGETARIAN MEAL,AV,1,1
1487,EWX,DEX,9/20/2022,60983,Zatar chicken,C,10,7
278,IAX,SFX,9/23/2022,58981,Scrambled eggs,O,9,7
432,BOX,ORX,9/25/2022,60987,Impossible Meatball Bowl,V,8,0
1526,EWX,LAX,9/27/2022,60983,Zatar chicken,C,11,0
1076,DEX,LAX,9/22/2022,60987,Impossible Meatball Bowl,V,5,4
771,DEX,FLX,9/25/2022,60987,Impossible Meatball Bowl,V,10,7
1494,IAX,DEX,9/27/2022,60987,Impossible Meatball Bowl,V,7,5
428,BOX,ORX,9/20/2022,60983,Zatar chicken,C,10,0
1766,SFX,DFX,9/29/2022,61529,Zatar chicken,C,5,0
1529,ORX,JAX,9/29/2022,61524,Scrambled eggs,O,5,5
2225,LAX,IAX,9/27/2022,60987,Impossible Meatball Bowl,V,8,1
783,SAX,EWX,9/28/2022,60983,Zatar chicken,C,7,0
1560,EWX,SAX,9/28/2022,58981,Scrambled eggs,O,4,0
521,SFX,JFX,9/30/2022,17222,Gluten-free Meal,GF,1,1
532,EWX,PBX,9/27/2022,60983,Zatar chicken,C,7,5
2488,DEX,BUX,9/29/2022,61529,Zatar chicken,C,6,5
2277,IAX,LAX,9/30/2022,60983,Zatar chicken,C,58,0
226,ATX,DEX,9/4/2022,60987,Impossible Meatball Bowl,V,8,0
2000,SFX,DEX,9/3/2022,61360,Brioche cheeseburger,B,1,0
2380,SEX,IAX,9/2/2022,60987,Impossible Meatball Bowl,V,8,0
657,ORX,BOX,9/22/2022,61360,Brioche cheeseburger,B,2,2
749,ORX,SEX,9/11/2022,58019,Belgium waffle,WF,3,2
1143,SAX,IAX,9/10/2022,58019,Belgium waffle,WF,10,8
684,DEX,SFX,9/19/2022,60549,Vegetarian chili and polenta cake,V,1,1
523,SFX,JFX,9/22/2022,53014,Thai chicken,C,22,0
745,DEX,SBX,9/6/2022,58764,Mediterranean Falafel Bowl,V,1,1
1445,IAX,DCX,9/6/2022,60987,Impossible Meatball Bowl,V,18,18
1141,IAX,TPX,9/8/2022,60987,Impossible Meatball Bowl,V,7,5
769,ORX,DFX,9/9/2022,61360,Brioche cheeseburger,B,1,0
1959,ORX,YVX,9/14/2022,58574,Belgium waffle,WF,3,0
1673,DEX,SFX,9/26/2022,58574,Belgium waffle,WF,4,0
1277,LAX,CUX,9/5/2022,58981,Scrambled eggs,O,9,9
540,SFX,OGX,9/13/2022,61360,Brioche cheeseburger,B,1,1
1067,MEX,EWX,9/8/2022,58106,Savory breakfast entree,BR,5,2
2173,PHX,EWX,9/21/2022,58981,Scrambled eggs,O,8,0
1903,IAX,GUX,9/21/2022,60987,Impossible Meatball Bowl,V,6,0
1770,RDX,SFX,9/22/2022,60987,Impossible Meatball Bowl,V,6,5
1641,SFX,ORX,9/13/2022,60987,Impossible Meatball Bowl,V,4,0
2338,IAX,PHX,9/13/2022,60983,Zatar chicken,C,11,0
2303,ORX,BOX,9/15/2022,58563,Tomato and kale baked egg,E,4,0
1126,DEX,CUX,9/21/2022,61360,Brioche cheeseburger,B,1,1
2316,INX,IAX,9/30/2022,60983,Zatar chicken,C,12,7
523,SFX,JFX,9/29/2022,53014,Thai chicken,C,11,5
1917,IAX,PTX,9/2/2022,58019,Belgium waffle,WF,8,4
644,SFX,BWX,9/2/2022,53130,ASIAN VEGETARIAN MEAL,AV,1,0
2289,ORX,IAX,9/3/2022,58019,Belgium waffle,WF,7,0
1926,LAX,DEX,9/4/2022,61360,Brioche cheeseburger,B,3,0
204,ORX,LAX,9/7/2022,58563,Tomato and kale baked egg,E,2,0
497,DEX,MSX,9/7/2022,60983,Zatar chicken,C,5,5
796,DEX,LAX,9/10/2022,58764,Mediterranean Falafel Bowl,V,2,0
314,DEX,IAX,9/12/2022,60987,Impossible Meatball Bowl,V,7,0
2626,DFX,ORX,9/13/2022,61529,Zatar chicken,C,7,5
2372,DFX,SFX,9/15/2022,58574,Belgium waffle,WF,6,0
1823,SAX,ORX,9/16/2022,61530,Impossible Meatball Bowl,V,5,0
1991,EWX,PDX,9/18/2022,58766,Gingerbread French Toast,FT,2,0
1068,ORX,LAX,9/19/2022,60987,Impossible Meatball Bowl,V,8,0
2439,PBX,EWX,9/20/2022,61529,Zatar chicken,C,7,5
2249,ORX,PWX,9/23/2022,61529,Zatar chicken,C,7,5
2031,DEX,CUX,9/2/2022,58563,Tomato and kale baked egg,E,6,6
1502,IAX,LGX,9/4/2022,60983,Zatar chicken,C,5,4
612,ORX,IAX,9/4/2022,60983,Zatar chicken,C,24,14
441,DEX,LAX,9/10/2022,58764,Mediterranean Falafel Bowl,V,4,0
1804,DEX,SDX,9/1/2022,61529,Zatar chicken,C,7,4
1120,DEX,CUX,9/3/2022,58981,Scrambled eggs,O,10,8
686,DEX,ORX,9/1/2022,61360,Brioche cheeseburger,B,2,0
1033,EWX,TPX,9/6/2022,60983,Zatar chicken,C,20,14
2155,ORX,SAX,9/10/2022,61530,Impossible Meatball Bowl,V,4,3
2026,SJX,IAX,9/3/2022,58110,Vegetarian entree,V,6,6
265,SAX,DEX,9/5/2022,61530,Impossible Meatball Bowl,V,5,1
1033,EWX,TPX,9/10/2022,60549,Vegetarian chili and polenta cake,V,1,0
657,ORX,BOX,9/10/2022,61360,Brioche cheeseburger,B,2,0
1852,PDX,IAX,9/10/2022,60983,Zatar chicken,C,12,12
1851,IAX,MCX,9/11/2022,60987,Impossible Meatball Bowl,V,7,5
2304,IAX,SAX,9/11/2022,60987,Impossible Meatball Bowl,V,14,5
399,FAX,ORX,9/2/2022,60983,Zatar chicken,C,12,0
1527,PUX,EWX,9/3/2022,60987,Impossible Meatball Bowl,V,16,6
1189,RDX,DEX,9/5/2022,58090,Classic selection cheese tray,O,20,15
2451,IAX,DEX,9/8/2022,58019,Belgium waffle,WF,9,4
2075,IAX,DEX,9/10/2022,61360,Brioche cheeseburger,B,2,0
1036,IAX,UIX,9/10/2022,55573,Seared beef short rib,B,5,0
6021,IAX,JAX,9/11/2022,57994,Classic selection cheese tray,O,5,0
1562,DEX,SFX,9/16/2022,60549,Vegetarian chili and polenta cake,V,1,0
1770,RDX,SFX,9/17/2022,60987,Impossible Meatball Bowl,V,6,0
1813,DEX,EWX,9/22/2022,58019,Belgium waffle,WF,7,4
2453,ORX,RNX,9/1/2022,60549,Vegetarian chili and polenta cake,V,1,0
1537,IAX,EWX,9/6/2022,58981,Scrambled eggs,O,10,6
2607,LAX,IAX,9/6/2022,60987,Impossible Meatball Bowl,V,5,4
358,COX,ORX,9/1/2022,61529,Zatar chicken,C,7,0
1821,PLX,IAX,9/1/2022,60987,Impossible Meatball Bowl,V,6,5
1974,EWX,IAX,9/2/2022,60983,Zatar chicken,C,8,0
564,IAX,DEX,9/6/2022,60983,Zatar chicken,C,9,8
2128,DEX,ATX,9/6/2022,61360,Brioche cheeseburger,B,1,0
2188,SFX,BOX,9/6/2022,58981,Scrambled eggs,O,11,12
680,EWX,LAX,9/7/2022,58272,Horchata steel cut oatmeal,OM,3,0
1046,DEX,IAX,9/9/2022,58272,Horchata steel cut oatmeal,OM,1,0
2411,LAX,IAX,9/13/2022,60983,Zatar chicken,C,19,0
1636,LAX,IAX,9/25/2022,60987,Impossible Meatball Bowl,V,12,10
1013,IAX,CUX,9/26/2022,60549,Vegetarian chili and polenta cake,V,2,1
2684,ORX,SAX,9/29/2022,61530,Impossible Meatball Bowl,V,4,3
223,IAX,SFX,9/11/2022,58764,Mediterranean Falafel Bowl,V,1,0
1600,IAX,LAX,9/11/2022,61360,Brioche cheeseburger,B,1,0
1082,EWX,MIX,9/13/2022,58764,Mediterranean Falafel Bowl,V,1,0
1082,EWX,MIX,9/24/2022,61530,Impossible Meatball Bowl,V,3,0
208,IAX,BOX,9/24/2022,55573,Seared beef short rib,B,6,0
675,EWX,SEX,9/25/2022,60549,Vegetarian chili and polenta cake,V,1,0
468,EWX,MCX,9/27/2022,61360,Brioche cheeseburger,B,10,10
2177,IAX,SLX,9/29/2022,58574,Belgium waffle,WF,5,4
2293,EWX,DEX,9/29/2022,58019,Belgium waffle,WF,24,13
2663,ORX,DEX,9/30/2022,60987,Impossible Meatball Bowl,V,16,8
1778,EWX,IAX,9/5/2022,60549,Vegetarian chili and polenta cake,V,1,0
2661,EWX,DEX,9/7/2022,60549,Vegetarian chili and polenta cake,V,1,0
1014,LAX,DEX,9/8/2022,60549,Vegetarian chili and polenta cake,V,2,0
2487,TPX,ORX,9/10/2022,58019,Belgium waffle,WF,8,4
260,DEX,MCX,9/17/2022,61360,Brioche cheeseburger,B,4,4
594,DEX,IAX,9/20/2022,60987,Impossible Meatball Bowl,V,8,0
1572,IAX,BOX,9/25/2022,60549,Vegetarian chili and polenta cake,V,3,0
1781,SFX,TPX,9/26/2022,58019,Belgium waffle,WF,4,4
2310,DEX,SAX,9/29/2022,61524,Scrambled eggs,O,7,5
1241,EWX,MIX,9/1/2022,61529,Zatar chicken,C,7,3
1572,IAX,BOX,9/15/2022,61360,Brioche cheeseburger,B,1,1
2172,GRX,DEX,9/17/2022,60987,Impossible Meatball Bowl,V,8,6
2172,GRX,DEX,9/20/2022,60983,Zatar chicken,C,12,0
1572,IAX,BOX,9/20/2022,61360,Brioche cheeseburger,B,1,0
2639,PDX,EWX,9/20/2022,58019,Belgium waffle,WF,9,0
1868,CZX,IAX,9/21/2022,60983,Zatar chicken,C,20,0
1958,PHX,IAX,9/24/2022,58574,Belgium waffle,WF,6,0
5460,IAX,COX,9/26/2022,60985,Zatar chicken,C,7,4
1955,SFX,DCX,9/29/2022,58981,Scrambled eggs,O,6,6
2281,LAX,BOX,9/29/2022,58981,Scrambled eggs,O,8,6
2141,MIX,IAX,9/1/2022,60983,Zatar chicken,C,24,4
2659,IAX,CLX,9/2/2022,60987,Impossible Meatball Bowl,V,4,0
1903,IAX,GUX,9/12/2022,60983,Zatar chicken,C,10,0
548,IAX,SFX,9/13/2022,58019,Belgium waffle,WF,9,0
2260,IAX,MSX,9/15/2022,58019,Belgium waffle,WF,12,10
2067,ORX,SAX,9/15/2022,58981,Scrambled eggs,O,10,0
2303,ORX,BOX,9/18/2022,58766,Gingerbread French Toast,FT,1,0
1296,LAX,LIX,9/18/2022,58272,Horchata steel cut oatmeal,OM,2,1
2625,LGX,DEX,9/22/2022,58981,Scrambled eggs,O,16,8
2115,SFX,PIX,9/23/2022,61530,Impossible Meatball Bowl,V,5,0
779,DEX,PDX,9/25/2022,58272,Horchata steel cut oatmeal,OM,4,0
769,ORX,DFX,9/28/2022,60549,Vegetarian chili and polenta cake,V,1,0
1208,EWX,JAX,9/28/2022,58563,Tomato and kale baked egg,E,1,0
1207,DEX,YVX,9/29/2022,60987,Impossible Meatball Bowl,V,10,5
1239,EWX,SNX,9/3/2022,60983,Zatar chicken,C,7,7
1974,EWX,IAX,9/9/2022,60983,Zatar chicken,C,5,4
278,IAX,SFX,9/12/2022,53106,ASIAN VEGETARIAN MEAL,AV,2,1
801,EWX,MCX,9/14/2022,58981,Scrambled eggs,O,7,4
425,IAX,SFX,9/15/2022,58563,Tomato and kale baked egg,E,5,0
609,LAX,YVX,9/19/2022,60987,Impossible Meatball Bowl,V,14,0
2401,BOX,SFX,9/20/2022,60983,Zatar chicken,C,12,10
582,DEX,INX,9/22/2022,58981,Scrambled eggs,O,22,0
2485,IAX,CLX,9/25/2022,61360,Brioche cheeseburger,B,2,2
1456,LGX,DEX,9/4/2022,60987,Impossible Meatball Bowl,V,6,3
2299,IAX,MCX,9/5/2022,58019,Belgium waffle,WF,8,7
497,DEX,MSX,9/6/2022,61360,Brioche cheeseburger,B,8,0
1957,EWX,SLX,9/6/2022,61360,Brioche cheeseburger,B,2,0
1529,ORX,JAX,9/9/2022,58574,Belgium waffle,WF,3,0
1286,IAX,SAX,9/15/2022,58764,Mediterranean Falafel Bowl,V,1,1
1288,SFX,BOX,9/27/2022,61360,Brioche cheeseburger,B,4,0
2673,SEX,DEX,9/30/2022,58981,Scrambled eggs,O,10,7
2106,ORX,LAX,9/6/2022,58019,Belgium waffle,WF,8,-1
184,GUX,MNX,9/7/2022,40985,Braised beef top blade,B,20,9
1889,ORX,LAX,9/7/2022,58981,Scrambled eggs,O,9,0
674,MCX,IAX,9/8/2022,60983,Zatar chicken,C,12,12
1717,PHX,DEX,9/13/2022,60987,Impossible Meatball Bowl,V,6,0
1795,OGX,SFX,9/1/2022,58049,Cinnamon French toast,FT,6,0
2417,SFX,PIX,9/1/2022,60987,Impossible Meatball Bowl,V,12,0
1684,DEX,MCX,9/3/2022,61360,Brioche cheeseburger,B,1,0
568,ORX,MSX,9/3/2022,61360,Brioche cheeseburger,B,2,0
1987,SFX,IAX,9/2/2022,58019,Belgium waffle,WF,20,14
2132,PHX,EWX,9/3/2022,60983,Zatar chicken,C,10,0
413,SFX,MEX,9/3/2022,61530,Impossible Meatball Bowl,V,4,0
1810,IAX,FLX,9/8/2022,58019,Belgium waffle,WF,8,0
495,SNX,EWX,9/9/2022,58019,Belgium waffle,WF,6,5
2293,EWX,DEX,9/13/2022,58981,Scrambled eggs,O,48,0
2614,DEX,EWX,9/2/2022,60987,Impossible Meatball Bowl,V,7,0
1848,MIX,ORX,9/3/2022,58019,Belgium waffle,WF,6,0
1544,EWX,SJX,9/4/2022,61360,Brioche cheeseburger,B,4,0
2260,IAX,MSX,9/7/2022,58766,Gingerbread French Toast,FT,2,0
2605,EWX,SAX,9/8/2022,60987,Impossible Meatball Bowl,V,4,4
2364,DEX,EWX,9/9/2022,60983,Zatar chicken,C,20,6
745,DEX,SBX,9/9/2022,61360,Brioche cheeseburger,B,2,0
2198,IAX,PDX,9/9/2022,61360,Brioche cheeseburger,B,2,0
2034,SFX,ORX,9/10/2022,60983,Zatar chicken,C,8,8
2327,ORX,TPX,9/12/2022,58019,Belgium waffle,WF,20,9
414,IAX,MCX,9/19/2022,58019,Belgium waffle,WF,14,6
1625,EWX,STX,9/24/2022,58272,Horchata steel cut oatmeal,OM,4,0
563,DEX,SNX,9/25/2022,60987,Impossible Meatball Bowl,V,10,8
701,ORX,DEX,9/28/2022,60987,Impossible Meatball Bowl,V,14,13
730,SFX,ORX,9/1/2022,61360,Brioche cheeseburger,B,3,0
1710,IAX,DEX,9/2/2022,61360,Brioche cheeseburger,B,2,0
488,SFX,IAX,9/5/2022,60983,Zatar chicken,C,14,6
1844,ORX,LAX,9/19/2022,61360,Brioche cheeseburger,B,2,0
2622,IAX,SFX,9/20/2022,61360,Brioche cheeseburger,B,4,0
1739,IAX,LAX,9/25/2022,60983,Zatar chicken,C,5,4
1937,IAX,MSX,9/29/2022,61529,Zatar chicken,C,7,6
684,DEX,SFX,9/29/2022,60549,Vegetarian chili and polenta cake,V,3,0
5218,IAX,GRX,9/30/2022,60985,Zatar chicken,C,7,5
285,AUX,EWX,9/3/2022,58019,Belgium waffle,WF,8,6
518,JFX,LAX,9/3/2022,54076,Cacio e Pepe ravioli,P,5,4
422,IAX,SAX,9/6/2022,61360,Brioche cheeseburger,B,6,3
